Symbol,link,MARKETSMOJO,ETNOW
SRF,https://kite.zerodha.com/chart/web/ciq/NSE/SRF/837889,https://www.marketsmojo.com/Stocks?StockId=823938&Exchange=0,https://economictimes.indiatimes.com/srf-ltd/stocks/companyid-13155.cms
SRTRANSFIN,https://kite.zerodha.com/chart/web/ciq/NSE/SRTRANSFIN/1102337,https://www.marketsmojo.com/Stocks?StockId=397643&Exchange=0,https://economictimes.indiatimes.com/shriram-transport-finance-company-ltd/stocks/companyid-13106.cms
SUNPHARMA,https://kite.zerodha.com/chart/web/ciq/NSE/SUNPHARMA/857857,https://www.marketsmojo.com/Stocks?StockId=948699&Exchange=0,https://economictimes.indiatimes.com/sun-pharmaceutical-industries-ltd/stocks/companyid-9134.cms
SUNTV,https://kite.zerodha.com/chart/web/ciq/NSE/SUNTV/3431425,https://www.marketsmojo.com/Stocks?StockId=758477&Exchange=0,https://economictimes.indiatimes.com/sun-tv-network-ltd/stocks/companyid-17994.cms
TATACHEM,https://kite.zerodha.com/chart/web/ciq/NSE/TATACHEM/871681,https://www.marketsmojo.com/Stocks?StockId=345147&Exchange=0,https://economictimes.indiatimes.com/tata-chemicals-ltd/stocks/companyid-12913.cms
TATACONSUM,https://kite.zerodha.com/chart/web/ciq/NSE/TATACONSUM/878593,https://www.marketsmojo.com/Stocks?StockId=272806&Exchange=0,https://economictimes.indiatimes.com/tata-consumer-products-ltd/stocks/companyid-12929.cms
TATAMOTORS,https://kite.zerodha.com/chart/web/ciq/NSE/TATAMOTORS/884737,https://www.marketsmojo.com/Stocks?StockId=949886&Exchange=0,https://economictimes.indiatimes.com/tata-motors-ltd/stocks/companyid-12934.cms
TATAPOWER,https://kite.zerodha.com/chart/web/ciq/NSE/TATAPOWER/877057,https://www.marketsmojo.com/Stocks?StockId=790869&Exchange=0,https://economictimes.indiatimes.com/tata-power-company-ltd/stocks/companyid-12918.cms
TATASTEEL,https://kite.zerodha.com/chart/web/ciq/NSE/TATASTEEL/895745,https://www.marketsmojo.com/Stocks?StockId=594470&Exchange=0,https://economictimes.indiatimes.com/tata-steel-ltd/stocks/companyid-12902.cms
TCS,https://kite.zerodha.com/chart/web/ciq/NSE/TCS/2953217,https://www.marketsmojo.com/Stocks?StockId=513374&Exchange=0,https://economictimes.indiatimes.com/tata-consultancy-services-ltd/stocks/companyid-8345.cms
TECHM,https://kite.zerodha.com/chart/web/ciq/NSE/TECHM/3465729,https://www.marketsmojo.com/Stocks?StockId=779228&Exchange=0,https://economictimes.indiatimes.com/tech-mahindra-ltd/stocks/companyid-11221.cms
TITAN,https://kite.zerodha.com/chart/web/ciq/NSE/TITAN/897537,https://www.marketsmojo.com/Stocks?StockId=372338&Exchange=0,https://economictimes.indiatimes.com/titan-company-ltd/stocks/companyid-12903.cms
TORNTPHARM,https://kite.zerodha.com/chart/web/ciq/NSE/TORNTPHARM/900609,https://www.marketsmojo.com/Stocks?StockId=317368&Exchange=0,https://economictimes.indiatimes.com/torrent-pharmaceuticals-ltd/stocks/companyid-8492.cms
TORNTPOWER,https://kite.zerodha.com/chart/web/ciq/NSE/TORNTPOWER/3529217,https://www.marketsmojo.com/Stocks?StockId=257504&Exchange=0,https://economictimes.indiatimes.com/torrent-power-ltd/stocks/companyid-18767.cms
TVSMOTOR,https://kite.zerodha.com/chart/web/ciq/NSE/TVSMOTOR/2170625,https://www.marketsmojo.com/Stocks?StockId=730070&Exchange=0,https://economictimes.indiatimes.com/tvs-motor-company-ltd/stocks/companyid-12940.cms
UBL,https://kite.zerodha.com/chart/web/ciq/NSE/UBL/4278529,https://www.marketsmojo.com/Stocks?StockId=477933&Exchange=0,https://economictimes.indiatimes.com/united-breweries-ltd/stocks/companyid-1367.cms
UJJIVAN,https://kite.zerodha.com/chart/web/ciq/NSE/UJJIVAN/4369665,https://www.marketsmojo.com/Stocks?StockId=1000916&Exchange=0,https://economictimes.indiatimes.com/ujjivan-financial-services-ltd/stocks/companyid-32209.cms
ULTRACEMCO,https://kite.zerodha.com/chart/web/ciq/NSE/ULTRACEMCO/2952193,https://www.marketsmojo.com/Stocks?StockId=504759&Exchange=0,https://economictimes.indiatimes.com/ultratech-cement-ltd/stocks/companyid-3027.cms
UPL,https://kite.zerodha.com/chart/web/ciq/NSE/UPL/2889473,https://www.marketsmojo.com/Stocks?StockId=947027&Exchange=0,https://economictimes.indiatimes.com/upl-ltd/stocks/companyid-6114.cms
VEDL,https://kite.zerodha.com/chart/web/ciq/NSE/VEDL/784129,https://www.marketsmojo.com/Stocks?StockId=801588&Exchange=0,https://economictimes.indiatimes.com/vedanta-ltd/stocks/companyid-13111.cms
VOLTAS,https://kite.zerodha.com/chart/web/ciq/NSE/VOLTAS/951809,https://www.marketsmojo.com/Stocks?StockId=226565&Exchange=0,https://economictimes.indiatimes.com/voltas-ltd/stocks/companyid-12815.cms
WIPRO,https://kite.zerodha.com/chart/web/ciq/NSE/WIPRO/969473,https://www.marketsmojo.com/Stocks?StockId=531139&Exchange=0,https://economictimes.indiatimes.com/wipro-ltd/stocks/companyid-12799.cms
YESBANK,https://kite.zerodha.com/chart/web/ciq/NSE/YESBANK/3050241,https://www.marketsmojo.com/Stocks?StockId=873791&Exchange=0,https://economictimes.indiatimes.com/yes-bank-ltd/stocks/companyid-16552.cms
ZEEL,https://kite.zerodha.com/chart/web/ciq/NSE/ZEEL/975873,https://www.marketsmojo.com/Stocks?StockId=435991&Exchange=0,https://economictimes.indiatimes.com/zee-entertainment-enterprises-ltd/stocks/companyid-11769.cms
